,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup,stockInvestmentRatio
4295,6736,1999,1,5,49,1.17,51.67,9.32,46.58,0,0.0,0.0,-2.94,19.38,22.31,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,-0.0
4296,68,1999,0,4,33,5.87,72.8,7.63,30.54,0,0.0,0.0,8.81,8.81,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4297,1504,1999,0,2,59,2.94,39.92,10.49,20.98,1,234.85,7.05,374.0,585.36,211.36,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.6279411764705882
4298,1684,1999,0,1,38,0.41,43.33,20.81,20.81,0,0.0,0.12,-10.05,-10.05,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
4299,4281,1999,0,6,38,3.52,45.21,5.35,32.11,0,0.0,0.0,5.87,51.67,45.8,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4301,4265,1999,0,2,39,0.0,35.23,19.65,39.3,0,0.0,0.0,-2.35,-2.35,0.0,neverMarried,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
4303,5576,1999,2,5,49,0.0,25.25,0.91,4.56,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4305,5353,1999,1,5,38,0.0,25.83,3.7,18.52,0,0.0,0.0,3.05,50.02,46.97,Separated,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4307,5268,1999,0,3,49,3.52,31.54,4.83,14.5,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,finance,renter,High,Yes,40-60,1990s,0.0
4308,4870,1999,0,3,48,0.94,51.67,13.04,39.12,1,11.74,7.05,21.78,45.27,23.48,Divorced,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.5390266299357208
4313,6219,1999,0,5,32,23.48,159.7,8.19,40.94,1,117.42,31.7,563.64,563.64,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.2083244624228231
4315,2198,1999,0,4,33,1.64,37.58,5.67,22.69,0,0.0,0.0,15.73,88.54,72.8,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4316,3764,1999,0,4,45,0.0,0.0,2.86,11.42,0,0.0,0.0,0.0,0.0,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4317,4196,1999,1,1,37,2.94,48.14,34.42,34.42,0,0.0,0.0,81.61,114.49,32.88,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4318,2786,1999,1,3,34,1.76,33.94,11.89,35.67,0,0.0,0.0,13.5,13.5,0.0,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4320,1879,1999,0,1,42,0.06,24.66,12.75,12.75,1,2.35,0.0,8.28,8.28,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.283816425120773
4322,2252,1999,0,1,47,0.0,0.0,11.41,11.41,0,0.0,0.0,23.37,23.37,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4324,4524,1999,0,4,39,0.23,21.72,4.61,18.43,0,0.0,0.0,0.82,0.82,0.0,Separated,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4325,4893,1999,1,2,48,0.01,0.1,4.93,9.85,0,0.0,0.0,8.23,8.23,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4326,6612,1999,0,4,32,0.35,34.05,6.47,25.86,0,0.0,0.0,8.57,8.57,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4328,1338,1999,8,4,43,0.0,35.23,4.94,19.76,0,0.0,0.0,8.22,31.7,23.48,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4329,3535,1999,0,3,33,0.0,19.96,2.34,7.01,0,0.0,0.0,2.35,31.7,29.36,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4330,4186,1999,0,2,30,0.0,34.05,12.25,24.51,0,0.0,0.0,14.09,14.09,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4331,4865,1999,4,4,38,0.0,43.45,3.02,12.1,0,0.0,0.0,2.94,2.94,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4332,6541,1999,1,6,39,0.82,17.61,5.78,34.68,0,0.0,0.0,24.31,94.76,70.45,Separated,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4333,5105,1999,0,1,44,0.0,7.05,8.43,8.43,0,0.0,0.0,0.0,35.23,35.23,Divorced,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4335,6196,1999,0,3,30,0.0,34.05,2.27,6.81,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4336,2838,1999,0,5,49,1.41,41.1,3.3,16.5,0,0.0,0.0,9.63,33.11,23.48,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4337,2298,1999,0,3,36,0.0,8.22,6.42,19.26,0,0.0,0.0,1.17,1.17,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4338,2840,1999,1,7,50,0.0,11.27,3.94,27.55,0,0.0,0.0,-2.35,37.58,39.92,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,-0.0
4339,3910,1999,1,4,30,0.0,14.33,3.02,12.09,0,0.0,0.0,0.89,0.89,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4341,5597,1999,3,3,32,0.01,5.71,5.29,15.88,0,0.0,0.0,0.01,0.01,0.0,Divorced,unemployed,college,AmericanIndian,noneFinance,renter,High,No,20-40,1990s,0.0
4342,3536,1999,2,1,33,0.18,35.23,15.7,15.7,0,0.0,0.0,0.18,0.18,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
4343,95,1999,1,4,37,0.0,0.0,5.51,22.03,0,0.0,0.0,2.7,8.57,5.87,Divorced,unemployed,highSchool,AmericanIndian,noneFinance,owner,Low,No,20-40,1990s,0.0
4345,3322,1999,1,2,51,3.05,55.19,14.29,28.58,0,0.0,0.0,34.29,36.05,1.76,Married,employed,highSchool,AmericanIndian,noneFinance,owner,Low,No,40-60,1990s,0.0
4347,3548,1999,1,4,38,0.0,49.83,6.67,26.67,0,0.0,0.0,11.16,21.72,10.57,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4348,1334,1999,0,4,43,0.0,46.73,7.92,31.68,0,0.0,0.0,21.14,21.14,0.0,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4349,4555,1999,0,4,31,2.11,29.36,3.37,13.49,0,0.0,0.0,3.25,3.25,0.0,Married,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4351,6916,1999,1,3,48,0.82,43.45,6.94,20.81,1,14.09,0.0,25.83,46.97,21.14,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.5454897406116919
4354,1166,1999,0,4,44,0.94,45.8,6.16,24.62,0,0.0,0.0,10.33,27.95,17.61,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4355,5303,1999,1,5,47,0.12,34.05,2.42,12.09,0,0.0,0.0,0.12,58.83,58.71,Divorced,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4356,1314,1999,0,1,55,0.0,70.45,25.95,25.95,0,0.0,0.0,0.0,19.96,19.96,Separated,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4357,3562,1999,0,1,50,0.0,21.14,10.27,10.27,0,0.0,0.0,5.87,146.74,140.86,Divorced,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4358,228,1999,0,1,35,0.0,17.77,7.88,7.88,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4361,1614,1999,3,3,44,0.7,0.0,8.62,25.87,0,0.0,0.0,-38.05,32.41,70.45,Widowed,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,-0.0
4362,2641,1999,1,7,39,0.0,0.0,4.66,32.65,0,0.0,0.0,2.35,19.96,17.61,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4363,1513,1999,0,4,37,0.23,4.7,8.35,33.39,0,0.0,0.0,47.2,64.82,17.61,Married,unemployed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4364,1821,1999,0,3,46,0.7,12.09,3.91,11.72,0,0.0,0.0,3.64,27.12,23.48,neverMarried,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4365,282,1999,1,3,43,1.06,17.97,7.32,21.96,0,0.0,0.0,6.34,12.21,5.87,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4366,1247,1999,3,3,35,0.35,16.44,8.11,24.32,0,0.0,0.0,2.7,47.32,44.62,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4367,5159,1999,0,4,45,1.17,81.73,6.28,25.11,0,0.0,0.0,6.46,65.17,58.71,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4369,351,1999,0,4,42,0.23,46.97,5.38,21.52,0,0.0,0.0,0.23,47.2,46.97,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4371,2810,1999,1,3,41,2.0,51.67,10.41,31.22,0,0.0,0.0,14.91,26.66,11.74,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4372,2582,1999,0,4,38,0.0,14.68,2.1,8.41,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4375,1537,1999,0,5,41,0.0,22.9,11.76,58.78,0,0.0,0.0,22.31,86.89,64.58,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4376,3274,1999,1,1,37,0.0,34.05,4.08,4.08,0,0.0,0.0,-2.82,-2.82,0.0,neverMarried,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,-0.0
4377,3079,1999,0,2,35,0.0,34.05,12.45,24.91,0,0.0,0.0,0.82,83.02,82.2,neverMarried,employed,college,otherRace,noneFinance,owner,High,No,20-40,1990s,0.0
4378,6479,1999,6,3,36,0.0,11.86,3.76,11.28,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4379,2241,1999,0,2,58,0.0,25.83,6.51,13.01,0,0.0,0.0,38.75,61.06,22.31,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4380,3160,1999,0,1,44,5.87,35.23,20.19,20.19,0,0.0,0.0,8.22,54.02,45.8,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4381,3227,1999,0,1,40,0.7,49.32,19.02,19.02,0,0.0,0.0,-0.47,-0.47,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
4382,2047,1999,0,1,34,0.0,25.83,14.86,14.86,0,0.0,0.0,-1.53,-1.53,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
4383,2941,1999,0,4,36,0.7,49.32,6.04,24.14,0,0.0,0.0,4.34,7.87,3.52,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4385,1863,1999,1,4,37,9.39,79.5,10.54,42.18,0,0.0,0.0,25.83,41.1,15.27,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4386,2196,1999,0,4,47,23.48,142.08,10.1,40.4,0,0.0,52.84,217.23,299.43,82.2,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4389,2257,1999,0,1,33,0.0,3.41,12.4,12.4,0,0.0,0.0,-4.7,-4.7,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
4390,899,1999,0,1,52,0.0,0.0,4.27,4.27,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4392,4636,1999,0,2,52,1.17,76.33,12.8,25.6,0,0.0,0.0,17.03,17.03,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4393,4577,1999,3,3,33,2.35,30.53,17.6,52.79,0,0.0,0.0,27.01,85.72,58.71,Widowed,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4394,3441,1999,2,2,49,1.17,79.85,13.99,27.99,0,0.0,0.0,4.7,4.7,0.0,Married,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4395,1331,1999,0,1,43,0.7,32.29,13.05,13.05,0,0.0,0.0,9.63,9.63,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4396,5612,1999,1,2,34,0.12,29.36,4.52,9.05,0,0.0,0.0,0.12,16.56,16.44,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
4397,3738,1999,0,3,42,8.22,46.97,12.24,36.73,0,0.0,0.0,-2.35,15.27,17.61,Divorced,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,-0.0
4398,3736,1999,0,2,40,0.0,45.8,15.6,31.19,0,0.0,0.0,7.05,7.05,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4401,6210,1999,0,5,44,0.0,8.55,3.28,16.38,0,0.0,0.0,-2.35,-2.35,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,-0.0
4403,1167,1999,8,4,35,0.0,7.87,3.2,12.81,0,0.0,0.0,0.0,0.0,0.0,Widowed,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4404,6268,1999,0,1,45,0.0,0.0,5.02,5.02,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4405,1762,1999,1,4,44,0.23,21.14,4.26,17.04,0,0.0,0.0,7.28,7.28,0.0,Divorced,unemployed,highSchool,Black,finance,renter,Low,Yes,40-60,1990s,0.0
4407,2490,1999,0,3,53,1.76,41.1,10.46,31.38,0,0.0,0.0,25.25,83.96,58.71,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4409,4255,1999,1,1,51,0.0,34.05,14.63,14.63,0,0.0,0.0,-5.17,-5.17,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,-0.0
4410,3509,1999,0,3,47,0.0,2.47,2.21,6.63,0,0.0,0.0,-1.76,-1.76,0.0,Divorced,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,-0.0
4411,1110,1999,0,3,40,0.09,22.31,4.35,13.06,0,0.0,0.0,-8.72,8.89,17.61,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,-0.0
4412,3034,1999,0,3,37,0.0,11.74,5.81,17.43,0,0.0,0.0,5.87,5.87,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4413,278,1999,1,3,44,0.0,25.83,10.47,31.41,0,0.0,0.0,-2.35,-2.35,0.0,Married,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,-0.0
4415,1240,1999,0,4,37,0.0,31.0,4.88,19.53,0,0.0,0.0,0.0,41.1,41.1,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4416,582,1999,0,5,54,0.0,87.43,9.33,46.63,0,0.0,0.0,29.36,29.36,0.0,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4418,465,1999,1,2,45,0.23,9.39,5.35,10.7,0,0.0,0.0,1.06,1.06,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4419,6021,1999,0,4,44,0.0,27.01,5.42,21.67,0,0.0,0.0,8.22,8.22,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
4422,5310,1999,1,2,44,0.0,15.33,10.92,21.83,0,0.0,0.0,-199.62,-199.62,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,-0.0
4423,4094,1999,0,4,37,0.0,0.0,1.17,4.68,0,0.0,0.0,-0.46,-0.46,0.0,Separated,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,-0.0
4424,4914,1999,1,7,39,0.0,14.09,3.15,22.02,0,0.0,0.0,1.41,1.41,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4427,3606,1999,1,2,40,0.0,13.48,9.7,19.4,0,0.0,0.0,4.7,8.22,3.52,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4429,2345,1999,1,2,48,7.05,34.05,11.75,23.5,0,0.0,0.0,2.35,2.35,0.0,neverMarried,employed,postGraduate,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4430,560,1999,1,2,47,0.05,0.0,8.37,16.74,0,0.0,0.0,-0.19,-0.19,0.0,neverMarried,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,-0.0
4431,466,1999,0,3,45,0.01,108.03,5.97,17.9,0,0.0,0.0,25.84,25.84,0.0,Married,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4432,5757,1999,2,3,43,0.0,19.38,7.18,21.54,0,0.0,0.0,1.17,1.17,0.0,Married,employed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4433,813,1999,0,5,36,0.0,33.82,2.85,14.24,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.0
4434,6659,1999,1,3,32,0.0,0.0,0.57,1.7,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4435,3555,1999,1,3,43,0.7,37.58,6.1,18.29,0,0.0,0.0,-10.74,6.87,17.61,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,-0.0
4436,4286,1999,0,3,38,0.0,29.36,7.14,21.42,0,0.0,0.0,3.52,3.52,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4437,5042,1999,1,3,36,0.0,25.83,5.02,15.05,0,0.0,0.0,-5.87,10.57,16.44,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,-0.0
4439,2263,1999,0,4,40,4.7,144.43,14.54,58.16,1,2.94,0.0,61.65,94.53,32.88,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.047688564476885645
4440,3021,1999,1,3,39,5.87,106.86,20.86,62.57,0,0.0,2.94,20.55,55.78,35.23,Married,employed,postGraduate,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4441,4131,1999,0,3,55,2.35,19.38,5.9,17.7,0,0.0,0.0,57.54,133.86,76.33,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4443,1613,1999,1,3,51,0.0,9.39,7.84,23.53,0,0.0,0.0,5.87,30.53,24.66,Widowed,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4444,143,1999,0,4,49,0.0,88.07,21.86,87.43,0,0.0,0.0,44.62,467.35,422.73,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4445,1409,1999,0,1,44,0.23,30.53,16.45,16.45,0,0.0,0.0,9.63,9.63,0.0,neverMarried,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4449,6217,1999,0,2,47,1.17,41.1,11.28,22.56,0,0.0,0.0,1.76,54.6,52.84,Divorced,employed,college,Black,finance,owner,High,Yes,40-60,1990s,0.0
4450,6103,1999,0,4,51,5.87,95.11,8.17,32.67,0,0.0,0.0,32.29,101.57,69.28,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4451,6031,1999,0,2,51,29.36,146.78,21.33,42.67,0,0.0,32.88,150.3,333.48,183.18,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4453,2767,1999,1,4,33,2.11,35.23,8.15,32.61,0,0.0,0.0,11.51,16.2,4.7,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4458,4314,1999,0,2,57,14.09,78.67,16.06,32.11,0,0.0,0.0,37.58,79.85,42.27,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4459,1028,1999,0,1,38,0.0,0.0,5.04,5.04,0,0.0,0.0,0.0,29.36,29.36,Widowed,unemployed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4460,5602,1999,0,2,37,0.0,7.63,12.39,24.77,0,0.0,0.0,-2.35,-2.35,0.0,Married,employed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,-0.0
4461,5545,1999,0,2,48,3.52,69.28,13.09,26.18,0,0.0,0.0,25.83,43.45,17.61,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4462,3341,1999,0,3,43,0.59,85.72,10.8,32.4,0,0.0,0.0,64.0,81.61,17.61,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4463,1140,1999,1,5,50,2.94,27.01,4.07,20.36,0,0.0,0.0,1.76,37.58,35.81,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
4465,1177,1999,0,3,45,0.59,29.36,8.79,26.37,0,0.0,0.0,4.11,27.59,23.48,Widowed,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4466,4496,1999,0,4,40,9.39,29.59,7.47,29.87,1,25.83,0.0,43.45,43.45,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.594476409666283
4467,5335,1999,2,2,38,11.74,73.39,14.15,28.31,0,0.0,0.0,35.23,35.23,0.0,Divorced,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4468,2489,1999,0,1,35,0.0,11.81,37.87,37.87,0,0.0,0.0,-0.59,5.28,5.87,neverMarried,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,-0.0
4470,178,1999,0,2,52,0.0,30.53,10.03,20.06,0,0.0,0.0,17.61,66.93,49.32,Married,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4472,5857,1999,0,4,51,2.82,72.8,10.29,41.17,0,0.0,0.0,13.39,36.87,23.48,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4473,5061,1999,0,3,40,0.0,34.05,3.24,9.72,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4474,1419,1999,1,4,51,0.0,44.62,11.58,46.32,0,0.0,0.0,6.69,18.44,11.74,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4476,5914,1999,1,8,48,0.0,2.35,0.93,7.46,0,0.0,0.0,0.0,0.0,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,0.0
4477,5949,1999,0,1,36,0.0,0.59,3.56,3.56,0,0.0,0.0,0.0,0.0,0.0,neverMarried,unemployed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.0
4478,6466,1999,0,4,36,0.0,5.87,1.68,6.72,0,0.0,0.0,-0.59,22.9,23.48,Divorced,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,-0.0
4479,3065,1999,0,4,31,0.0,22.55,2.51,10.05,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4481,2980,1999,0,5,45,0.0,66.93,7.8,39.01,0,0.0,0.0,31.7,66.93,35.23,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
4482,4318,1999,1,2,52,0.23,37.58,9.56,19.11,0,0.0,0.0,11.98,47.2,35.23,neverMarried,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4483,4470,1999,0,3,46,2.35,107.44,8.4,25.19,0,0.0,0.0,66.93,78.67,11.74,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4484,2387,1999,0,1,31,1.76,36.4,14.05,14.05,0,0.0,0.0,72.22,89.83,17.61,neverMarried,unemployed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4486,3856,1999,0,5,32,5.87,21.84,3.96,19.78,0,0.0,0.0,16.44,16.44,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4487,1191,1999,1,6,31,2.35,44.62,4.2,25.19,0,0.0,0.0,19.96,31.35,11.39,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4490,3153,1999,0,6,49,10.57,54.6,3.29,19.73,0,0.0,0.0,32.88,79.85,46.97,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4491,918,1999,0,4,48,4.7,70.45,6.89,27.55,0,0.0,0.0,84.55,131.52,46.97,Married,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4492,4868,1999,0,1,44,0.0,0.0,2.48,2.48,0,0.0,0.0,0.0,7.05,7.05,Divorced,unemployed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4493,1687,1999,8,3,34,0.0,18.79,4.41,13.22,0,0.0,0.0,0.0,0.0,0.0,Married,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s,0.0
4494,5600,1999,0,2,42,0.0,18.79,5.37,10.75,0,0.0,0.0,9.39,58.71,49.32,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4495,2342,1999,0,5,43,0.0,40.16,5.98,29.89,0,0.0,0.0,3.52,9.39,5.87,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4496,4339,1999,0,4,37,17.61,75.42,8.07,32.27,0,0.0,0.0,33.82,77.27,43.45,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4497,3152,1999,1,4,34,0.47,46.97,4.36,17.45,0,0.0,0.0,5.17,13.39,8.22,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.0
4498,5601,1999,0,3,46,1.41,50.49,12.62,37.85,0,0.0,0.0,8.45,78.91,70.45,Married,employed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
4499,3967,1999,1,7,37,1.17,90.42,6.11,42.8,1,58.71,23.48,124.47,155.0,30.53,Married,employed,college,Black,noneFinance,owner,High,No,20-40,1990s,0.47167992287298144
4500,4028,1999,0,6,31,0.0,27.59,6.88,41.31,0,0.0,0.0,18.79,18.79,0.0,Separated,employed,highSchool,Black,noneFinance,renter,Low,No,20-40,1990s,0.0
4502,1830,1999,0,1,51,0.0,15.5,10.22,10.22,0,0.0,0.0,-2.35,10.57,12.92,Widowed,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,-0.0
4503,5755,1999,0,1,41,23.48,52.84,25.76,25.76,0,0.0,17.61,42.27,66.93,24.66,Divorced,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
4504,4192,1999,0,4,55,29.36,38.05,6.6,26.41,0,0.0,0.0,23.37,46.85,23.48,Married,retired,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
